sentence,label
 不 喜欢 ， 感觉 很假 。 电影 名叫 “ 长城 ” ， 全篇 却 着重 讲 “ 饕餮 ” ， 电影 名 为什么 不 直接 取名为 《 饕餮 》 ？ 总之 剧情 无聊 ， 特效 一般 ， 3d 效果 一般 。 失望 大于 期望 。 看 Imax 真是 浪费 钱 。,0
 吃屎 的 感觉 ， 如果 不是 赠票 绝对 不去 。,0
 老谋子 也 要 赚钱 了 。 。 。,0
 两个 要点 : 1  马特 达蒙 是不是 缺钱 花 ? 2  冯小刚 真的 还是 不错 的 ！,0
 国产电影 不该 忘本 ， 一味 追求 场面 只能 做成 四不像 。 为 马达 感到 悲哀 。,0
 景甜 永远 是 景甜 ， 而 张艺谋 已 不再 是 张艺谋,0
 期待已久 的 电影 竟然 拍 成 这个 样子 ， 所有 角色 人物 刻画 不 饱满 ， 为了 拉 票房 找 来 那么 多 小 鲜肉 演 的 非常 尴尬 ， 除了 开头 20 分钟 惊艳 外 ， 槽 点 和 饕餮 一样 多 ， boss 智商 感人 。,0
 拍 的 什么 玩意儿 … … 把 长城 拍 的 和 手 撕 鬼子 有 什么 区别 ？ 服 ， 景甜 是 主演 ， 你妹 的 。,0
 中国 演员 全体 表演 失败 ， 装模作样 。 很 不 自然 ， 景甜 是 个 大 败笔 ， 纯属 毫无 表演 天赋 的 人 。,0
 如此 低幼 的 剧情 ， 处处 BUG ， 加上 全程 甜 尴尬 的 表演 ， 马特 达蒙 的 人生 将要 加上 一个 严重 的 污点 了 。,0
 很烂 的 一部 电影 ， 披 着 长城 外衣 的 西方 玄幻 ， 怪物 攻城 啊 ， 脑洞 大开 ， 但是 逻辑 混乱 ， 情节 一大堆 硬伤 ， 而且 3D 效果 几乎 看不出来 ， 景甜 的 脸 一直 在 眼前 晃荡 ， 海报 上 明星 众多 ， 都 在 给 景甜 和 怪物 跑龙套 ， 而且 居然 有 脸 给 这 玩意儿 叫 饕餮 ， 看 完 之后 好 后悔 啊 ， 纯粹 浪费时间,0
 剧情 过时 … 造型 醉人 … 冲着 所谓 大 场面 去 的 很 失望 了 … … 前期 卖 的 都 是 什么 噱头,0
 就 冲 它 的 历史背景 ， 给 一星 已经 对得起 他们 了,0
 差评 ， 老套 的 剧情 ， 除 场面 宏大 之外 一无是处 。 瞎扯 的 剧情 ， 女猪角 角色 设计 得 惨不忍睹 ， 恭喜 国师 又 拍 一 烂片 ， 给 一星 都 嫌多 ， 好莱坞 三流 电影 水平 。,0
 没 看过 。 绝不 给 烂片 贡献 票房 是 我 的 原则 ， 社交活动 也 拒绝 看 烂片 。 打一星 纯粹 为了 怼 水军 ， 以及 怼 那些 踩 罗曼蒂克 来 捧 这片 的 无 智商 人群 。,0
 太 失望 了 ， 整个 片子 看 下来 不 知道 讲 的 什么 ， 叙事 太 差,0
 一部 适合 十岁 以下 小朋友 打发 无聊 时间 的 英语 打 怪兽 片 ， 满眼 都 是 国内 片商 的 意淫 和 演员 座次 安排 尴尬 以及 国外 编剧 的 无良 脑洞 。 老谋子 我 已 无力 去 喷 ， 演 的 最好 的 居然 是 TFBOY ， 小孩子 演 小孩子 ， 没 毛病 。,0
 本年度 烂片 之王 啊 ， 老谋子 名声 毁于一旦 啊 ， 拍 这个 还 不如 排部 《 黄飞鸿 大战 李小龙 》 的 好 ， 唉 浪费 几十元,0
 真 不知 自道 马特 达蒙 为啥 要演 这 片子 … … … 就 那么 缺钱 ？,0
 不 喜欢 景甜,0
 一 分为 敬,0
 大杂烩 爆米花 电影 ， 没 剧情 人物 塑造 差到 极致 。 唯一 好 的 就是 画面 ， 要不是 画面 好 零分 都 嫌 高 。,0
 垃圾 恶心,0
 真心 烂 啊 不 推荐 看,0
 虽然 是 大片 ， 情节 太 老套 。 没意思 ， 后悔,0
 看 特效 我 也 不会 看 这种  正统 欧美 特效 好 不 知道 哪去,0
 景甜 一星 走 一波 。,0
 不想 说 什么,0
 给 一分 因为 觉得 老外 看 完 这部 电影 会 觉得 中国 的 当红 女演员 演技 居然 是 这个 样子 的 偏偏 这部 电影 就是 给 老外 拍 的 两个 字 评价 丢人,0
 8 块 8 我 都 觉得 花得 不值,0
 辣 眼睛 ， 除了 烧钱 的 还 勉强 能 看 的 特效 以外 ， 真的 全部 是 垃圾 辣 眼睛 ， 张艺谋 真的 不 咋 地 和 国外 导演 比 起来 真的 我 只能 呵呵 ， 最近 几年 更是 江河日下 了 ， 协 一种 垃圾 演技 的 中性 外表 的 小 鲜肉 ， 各种 造势 来 搏人 眼球 ， 实际 去 了 看 了 真 不值 票价 垃圾 ， 真的 除了 鹿晗 王俊凯 小 鲜肉 脑残粉 的 支持 以外 其他 去 看 的 都 要 大 失望,0
 剧情 好烂,0
 超越 好莱坞 的 张艺谋 风格 的 中国 大片 ， 大 场面 ， 大 背景 ， 大手笔 ， 超 震撼 ， 哈哈 ， 好看 ， 我 喜欢 ！ 绝对 大 票房 啊 ！,1
 非常 好 ， 特别 喜欢 ！,1
 非常 值得 看 的 一部 电影,1
 我 不 太 清楚 这个 电影 在 豆瓣 的 评分 为啥 这么 低 ， 难道 豆瓣 现在 汇集 的 都 是 装孙子 或者 喷子 吗 。 一个 中国 标签 的 好莱坞 式 电影 。 拍 的 不 比美 队 或者 钢铁 侠强 多 了 么 ， 包括 剧情 。 你们 有 什么 好 黑 的 。 我刚 看 完 ， 我 觉得 挺 震撼 的 。,1
 很 好看 哦,1
 整部 电影 给 我 的 感觉 就是 讲 爱情故事 ， 所以 说 名字 应该 叫 《 景田 还 未 开始 就 已经 结束 的 初恋 》 ， 整部 剧 我 总 感觉 像 商业 宣传片 ， 张涵予 大哥 的 死 总 感觉 很 怪异 ， 不过 场面 和 特效 很 震撼 ， 还是 支持 张艺谋 导演 作品 ， 值得 看,1
 非常 好看 ， 大家 可以 看看,1
 超 喜欢,1
 我 觉得 很 好看 对 你们 很无语,1
 因为 是 国产 ， 所以 要 黑 的 那么 惨 吗 … 但是 真的 觉得 有 下功夫 呀 … 还有 ， 片尾曲 真的 挺 好听 的,1
 很 好看 ， 感觉 每个 人 的 演技 都 很 好 啊,1
 国产 剧 ， 不错 ！,1
 好看 ， 看 了 还 想 看 ， 拍 的 很 好 ， 点赞,1
 好看 ， 超 喜欢 王俊凯 ， 加油 ！,1
 不错 ， 值得 去 电影院 看,1
 看 完 觉得 还 行 ， 没 那么 差 ， 很多 人 打 低分 估计 都 是因为 那帮 演员,1
 精彩 ， 惊险 ， 惊 su,1
 张艺谋 老师 演 的 很 好 ， 剧情 也 很 流畅 ， 总而言之 ， 花钱买 的 票 很值,1
 电影 震撼 ， 很 好,1
 很 不错 ， 值得 看,1
 非常 好看 ， 很 精彩 。,1
 非常 好看 ！ ！ 喜欢 王俊凯,1
 我 觉得 真的 很 好 了 ， 不 知道 为什么 这么 多人 抨击,1
 看 完 还 不错呀 ， 消磨 时间 画面 都 不错 ， 不值 十分 ， 但 也 不是 五分 。 黑子 太 多 ， 五星,1
 我要 给 老张 点 32 个赞 ， 这样 的 片子 让 我 大大 过 了 一把 中国 风 的 瘾 。,1
 特效 震撼 ， 几万只 饕餮 一起 出来 的 时候 真 吓 到 我 了 ！ 然后 那个 小 士兵 演 的 还 不错 前期 是 挺 怂 的 哈哈 ， 最后 引爆 自己 的 那个 眼神 真的 看 的 我 想 哭 啊 ， 勇哥 你 是 个 大 英雄 ！ 是 一部 不错 的 好莱坞 爆米花 电影,1
 从此 部 电影 可以 看出 ， 豆瓣 电影 已死 。 因为 瞎 。,1
 看 电影 百分之 80 的 人会 想到 好莱坞 ， 为何 特效 大片 只有 外国 的 好 ， 因为 tm 这帮 煞笔 看不懂 外国 片 ， 所以 说好 ， 为什么 说 中国 的 特效 大片 不好 ， 因为 tm 的 这 是 中国,1
 明星 少点 就 更好 了 ， 鸽军 白送 死 ， 还 不错 ， 至少 比 很多 好莱坞 超级 英雄 爆米花 大片 好多 了 。,1
 不 知道 为什么 这么 多人 打 低分 ， 我 觉得 挺 好看 的 啊,1
 黑子 喷子 真 多 ， 豆瓣 用 什么 去 杜绝 恶意 评论 呢 ？ 一部 不错 的 电影 显然 被 人 黑 了 。,1
 我 觉得 这个 电影 还 可以 啊,1
 看 了 ， 非常 好 。 特效 ， 场景 非常 棒,1
 其实 整部 电影 里面 场景 真的 很 宏伟 ， 很 震撼 。 长城 的 全景 ， 孔明灯 ， 烽火台 ， 长城 上 的 士兵 ， 甚至 是 长城 内部 的 布局 ， 我 觉得 都 很 震撼 到 我 ， 还有 特效 ， 至少 对 我 来说 是 很 能 满足 了 。,1
 恕 在 下 直言 ， 各位 评 低分 的 都 是 傻 逼,1
 我 第一次 豆瓣 写 评论 ， 是 为 张艺谋 《 长城 》 ， 我 看 了 ， 戴上 在 影院 买 的 5 块钱 的 眼镜 ， 哈 ， 震撼 了 ， 马特 达蒙 、 刘德华 、 张涵予 就 在 我 眼前 ， 我 伸手 就 可以 摸 到 ； 感叹 了 ， 那些 饕餮 ， 如此 逼真 ； 喜欢 了 ， 那些 宏大 的 场景 · · · · · · 我 就 喜欢 这部 奇幻 的 电影 ， 能 吸引 我 坐 住 ， 我 所在 的 那个 厅 的 人 没有 走动 的 ， 只有 同时,1
 没有 影评 那么 不堪 ， 虽然 有 一些 吐槽 的 地方 ， 但是 完全 达到 了 这类 片子 的 完成度 。 4 星 ， 多加 一分 给 鼓励 。,1
 看 了 三遍 觉得 非常 棒 ， 每次 看 心情 都 很 激动 ， 我们 国家 的 火药 武器 太棒了 ， 导演 很 用心 的 拍 ， 我们 也 很 用心 的 看,1
 我 很 喜欢 这部 电影,1
 一直 以为 中西文化 差异 很大 ， 这 在 表现 同 一件 事情 上 肯定 会 有 不同 的 呈现 ， 但 没想到 ， 张艺谋 将 中西 演员 放在 一起 ， 居然 是 这么 协调 的 画面 。,1
 值得一看 的 片儿,1
 这部 电影 很 好看 拍 的 挺 好 的 剧情 很 生动 演员 们 演 的 很棒,1
 好看 ， 太 好看 了 。,1
 很 不错 画质 很棒 剧情 好看,1
 很 好看 ， 我 很 喜欢 ！,1
 电影 讲述 了 在 古代 一支 精英 部队 保卫 人类 ， 真的 非常 精彩 ， 值得 亲们 观看 一下,1
 不错 的 电影,1
 我 觉得 大家 还是 去 电影院 看看 吧 ！ 我 觉得 很 好看 。 见仁见智 吧 ！,1
 很 精彩 ， 值得一看,1
 虽然 算不上 经典 巨作 但 电影 还是 挺 好看 的,1
 和 朋友 一起 看 的 ， 好 电影 ， 不愧 张艺谋 ！,1
 挺 震撼 的 ， 推荐 推荐,1
 很 好看 的 一部 剧 ， 超强 阵容 ， 画质 好 ！ 很 不错 ！,1
 没有 想象 中 那么 差 ， 朋友 把 我 的 手 抓 的 死 紧 ,1
 豆瓣 上装 逼 的 人太多 ， 又 是 一部 国外 高分 国内 低分 的 电影 。 不 BS 一下 张艺谋 ， 怎么 显得 自己 有 品味 呢 。 天朝 文艺 少年 们 都 是 不 苟同 于大流 的 奇葩,1
 xxx 说 要 给 满分 呀,1
 好看 ， 不 知道 为什么 那么 多人 喷 ， 支持 张艺谋 ， 视觉 盛宴 。,1
 期待 了 好久 终于 上映 了 好看,1
 电影 真的 很 好看 ， 精彩 ！,1
 很 好看 ， 有 许多 明星 ， 虽然 是 国产片 ， 不过 还是 不错 的 ！,1
 很 好看 ， 很 有 感觉 。,1
 不 明白 这部 电影 的 豆瓣 评分 为什么 这么 低 ， 电影 很 好看 ， 无论是 剧情 ， 场景 制作 ， 配乐 及 电影 所 渲染 的 氛围 都 很 不错 。 唯一 的 败笔 可能 就是 那个 小 皇帝 了 ， 讲 台词 那段 实在 受不了 ， 分 分钟 出戏 。 另外 点帅 葬礼 的 那段 秦腔 吗 还是 什么 ， 什么 时候 可以 从 网上 搜 到 ， 感觉 很 特别 。,1
 好看 ， 推荐 给 大家,1
 故事 简单 ， 制作 水准 一流,1
 好看  支持 ,1
 为了 我家 小凯 的 小 皇帝 看 的 ， 整部 电影 还是 没有 让 我 失望 ， 很 好看,1
 这部 电影 不错 ， 很 精彩 ， 值得一看 ， 推荐 给 大家 ， 五星 好评,1
 震撼人心 很 不错 的,1
 很 好 的 ， 相当 不错 ， 值得 推荐 给 大家 ！,1
 一直 都 喜欢 张艺谋 的 作品 。 会 一直 支持 他 的,1
 便宜 拍 的 不错 ， 我 喜欢 ！,1
 挺棒 的 一部 电影 ， 是 我 喜欢 的 类型 ！,1
 比 我 想象 中 好看 很多 ， 场面 很 宏大 ， 赞 一个 。,1
 好看 ， 真心 的,1
 不错 挺 好看 的 推荐,1
 好看 怒赞 ！,1
 我 觉得 很燃 ！ 很 好看 ！ 很 过瘾 啊 ！ 不过 必须 说 一下 唱 无名 那儿 真的 好 戳心 ！ 太美 了 ！,1
 我 喜欢,1
 非常 好看 ， 值得 欣赏,1
 整体 来说 感觉 不错 ， 和 班上 同学 组团 去 的 。 对 的 的 起 票价 和 时间 ， 对 里面 守 长城 的 几种 禁军 影响 很 深刻 ， 尤其 是 在 迎战 饕餮 的 时候 ， 场面 挺 震撼 的 ！,1
 非常 棒 呢 ， 还 想 再 看一遍 ！,1
 好 作品 很 值得一看 用 再 好 的 语言 也 无法 描述 只有 自己 看过 才能 理会 其之好,1
 好看 ， 看 了 还 想 看 ， 不想 睡觉,1
 感觉 还 行 。 都 看看 吧 。,1
 我 最 喜欢 看 的 ， 棒棒 哒,1
 明显 没有 传说 的 那么 差 。,1
 超 好看 的 电影 ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！,1
 不错 的 电影 张艺谋 的 电影 还是 有 口碑 的 视觉效果 很棒 值得一看 情节 虽然 简单 但 不 俗套,1
 我 觉得 还 不错 的 电影,1
 电影 讲述 了 古代 中国 精英 部队 为了 保卫 人类 ， 在 长城 上 与 怪兽 进行 生死 决战,1
 作为 商业片 ， 这 片子 至少 还 凑合 ， 挺 好看 的 的 ！ 不 知道 豆瓣 上 这些 文艺 装逼 青年 是 怎么 想 的 ！,1
 饕餮 让 哥 看 的 荷尔蒙 大 爆发 ， 这是 一部 男人 与 热血 的 盛宴 ， 偶 喜欢 ~ ~ ~ ~ ~ ~ ~,1
 很 好 很 好 ， 推荐 去 看 。,1
 中国 电影 还是 相当 牛 逼 的 ， 有 张艺谋 这样 的 电影 导演 在 还是 有 很大 希望 的 。,1
 特效 很多 挺 好看 的 ， 第一次 看 这么 棒 的 国产 3D 电影 ， 还是 大 咖 云集 的 ,1
 请问 那些 打一星 的 ， 非得 这么 端 着 才能 显示 出 你 的 与众不同 ？,1
 看着 还 不错,1
 真正 的 中国 大片,1
 老谋子 的 新片 ， 达到 了 预期 效果 ， 剧本 ， 服装 ， 场景 都 很 赞,1
 比起 某些 没 情节 没 剧情 的 漫威 电影 好太多 了 。,1
 讲道理 ， 一分 绝对 是 低 了 ， 《 长城 》 比 《 爵迹 》 、 《 封神 传奇 》 之流 ， 还是 要 好 一些 的 ......,1
 看起来 和 好莱坞 大片 没有 区别 战争场面 让 我 想起 了 五军 之战 热血沸腾 的 场面 ， 顶 张导 ， 顶 国产电影,1
 挺 好看 的 剧情 还 待 进步 ， 但是 有 几 部分 很燃 。 不 知道 为什么 分数 这么 低 与其 随波逐流 给 一些 看不懂 笑点 硬 笑 的 外国 大片 打 高分 不如 诚实 以 自己 的 观影 过程 买单 。 给 五分 只要 一部 电影 看过 后 觉得 没有 浪费 电影票 它 就 值得 五分 。,1
 从头至尾 没 放过 任何 一个 细节 ， 神经 一度 高度 紧绷 ， 真心 好看 的 电影 ， 绝对 值得 再 看一遍 。,1
 好看 好看 好看 ！ 情节 紧凑 ！ 剧情 引 人 深入 ！ 大师 出品 ！ ！,1
 好看 。 没 别的 。 别老带 着 标签 看 一部 电影 。,1
 欧巴们 各个 都 是 战神 ， 视觉 冲击力 强烈 ， 场面 很 宏伟 ， 人物 的 演技 都 很 赞,1
 每天 都 有 好 心情,1
 看 之前 预期 比较 低 ， 看 完 之后 意外 的 觉得 观感 挺不错 的 。,1
 仅 个人观点 而言 是 很 喜欢 的 一部 片子 从 开始 的 大漠 给 人 一种 壮观 又 荒凉 的 氛围 之后 的 长城 壮美 到 不行 当 各种 禁军 在 长城 面对 饕餮 的 来 袭 的 时候 那种 中国 士兵 前仆后继 勇往直前 的 感觉 油然而生 装备精良 场面 震撼 勇往直前 无所畏惧 是 一部 超 值得 推荐 超级 帅 的 电影,1
 挺 好看 的 一部 商业 大片 ， 画面 精美 ， 气势磅礴 ， 不愧 是 张导 的 作品 。,1
 这 是 部 荷尔蒙 乱飙 的 电影 ， 1080P 的 男神 大战 怪兽 看得 我 热血沸腾 ， 赞 一下 视觉效果,1
 好看 ， 震撼,1
 长城 为何 叫 TheGreatWall 。,1
 最 喜欢 女将军 ， 最 喜欢 央央大 中国 给 外国人 带来 的 震撼 。,1
 看 了 豆瓣 评论 看 完 了 ， 本来 是 想 去 看看 有多烂 的 ， 但是 看 完 发现 完全 不是 评论 那样 ， 非常 好看 的 一部 电影 ， 视觉效果 非常 震撼 ， 被 批评 的 故事情节 在我看来 完全 合理 而且 逻辑 通顺 ， 比 大部分 无脑 的 好莱坞 大片 高 一个 档次 ， 给 四到 五星 绝对 合理 。 这 是 我 第一次 豆瓣 评论 也 是 最后 一次 ， 评论 完 卸载 了 ， 对 豆瓣 电影 伤心 了 ，,1
 电影 不错 ， 景甜演 的 可以 。,1
 5 星 ， 给 景甜 ， 进 了 电影院 看 了 电影 的 表示 景甜 的 表现 很 好 ， 确实 缺乏 内涵 的 商业 大片 ， 但是 整体 画面 特效 布景 各 方面 ， 很 好 了 ， 我 就 静静 看着 这些 一个个 喷景甜 的 喷 张艺谋 喷 这 电影 的 ， 我 不想 说服 谁 和 谁 争论,1
 时隔 几年 再次 看见 张艺谋 的 电影 重新 出现 在 银幕 上 ， 而且 是 这样 制作 上乘 的 电影 ， 支持 。,1
 为什么 有 这么 多 喷景甜 的 呢 ， 这 小姑娘 演技 不 说 多 牛 逼 ， 至少 挺 自然 的 ， 这次 看着 很 舒服,1
 晚上 看 的 还 有点 吓人 但是 很 喜欢 里面 鹿晗演 的 角色 演技 和 颜值 还是 在线 的 感觉 景甜 也 挺 有 演技 的 唯一 的 不足 就是 看 的 是 国语版 想 听 英语版 的,1
 视觉效果 很 好 ， 故事 合理 ， 电影 值 他 的 票价 。,1
 长城 是 中国 在历史上 的 一个 奇迹 …,1
 看 完后 完全 没有 很多 人 说 的 不堪 ... 支持 国产电影 ！,1
 电影 场面 宏大 ， 制作 精良 ， 值得一看,1
 张艺谋 拍 了 这么 多年 的 电影 ， 这部 电影 是 他 花 时间 最长 的 ， 浓缩 了 张导 的 毕生 心血 了 。,1
 值得一看 ，,1
 受够了 那些 说教 的 人 ， 反正 身边 的 朋友 都 说 不错 ， 去 看 也 确实 也 很爽 啊 ， 本来 看 电影 就 图个 乐 呵 ， 看到 吐槽 的 回答 那么 能 研究 人文 历史 真是 够 了,1
 昨晚 刚 看过 。 好看 ， 震撼 ， 就是 短 了 些 ， 不 过瘾 。 期待 加长版 。 多 说 一句 ， 没有 调查 就 没有 发言权 ， 没看 就 给 差评 都 是 装逼犯 。,1
 二刷 ， 准备 3 刷 中,1
 虽然 评分 很 低 ！ 虽然 剧情 很 弱 ！ 但 我 还是 想 说 ， 去 他妈的 评分 ！ 去 你们 妈 的 影评 喷子 ！ 老子 觉得 好看 就够 了 ！,1
 大 场面 ， 完整 的 故事 ， 非常 非常 好,1
 很 不错 的 爆米花 电影 ， 我 个人 还是 挺 喜欢 的 ， 身边 看过 的 也 不 像 豆瓣 一边倒 的 差评 ， 几个 看过 的 小伙伴 都 觉 的 算不上 太好 ， 也 没 你们 说 的 那么 差 ！ 见仁见智 吧 ！,1
 我 觉得 张艺谋 完成 的 不错 ， 除了 有点 头重脚轻 。 景甜演 的 也 很 好 ， 何必 一直 黑 她 呢,1
 印象 中 应该 是 方文山 第一次 和 王力宏 合作 ， 相比 给 杰伦写 的 偏 清新 婉约 ， 这 首歌 更 多 表现 的 是 气势恢宏 ， 金戈铁马,1
 好好 好好 好好 好,1
 老谋子 ！,1
 我 很 喜欢 的 电影,1
 感觉 很多 人 为了 黑而 黑 ！ 看过 了 ！ 值得 票价 ！,1
 从 评论 中 看出 了 一种 文化 上 的 不 自信,1
 还 可以 ， 和 同事 去 看 的 ， 一部 标准 的 爆米花 电影 。 估计 换个 老外 的 导演 ， 会 有 很多 喷子 跪 舔 。 谋 国师 水平 就是 这样 ， 景甜 也 不算 很烂 的 样子 。 本来 想 给 4 星 ， 老婆 强烈 给 5 星 ， 因为 去 看 的 时候 ， 我 把 女儿 给 妈妈 带去 玩 了 。 两个 人 的 时间 ， 很少 。,1
 好看 的 电影,1
 一个 人 看 电影 挺 好 的 ， 没 人 打扰 我 睡觉,1
 就 为了 国师 的 情怀 ， 就 为了 张艺谋 的 勇于 尝试 ！,1
 看 的 惊心动魄 ， 心里 有 阴影 了 ， 我 不敢 去 爬 长城 了,1
 故事 简单 点 ， 但是 我 认为 国产 做 的 最好 的 科幻 大片,1
 特别 好看 ， 喜欢 这个 作品,1
 张艺谋 的 长城 拍 的 不错呀 。 大 场面  特效 好  中国 大片 拍出 了 美国 大片 的 感觉 。 很 适合 全家 一起 看 。,1
 我 觉得 很 好,1
 惊悚 的 气氛 营造 的 相当 不错 ， 这次 老谋子 是 值得 称道 的,1
 我 就 喜欢 看 那么 多 的 知名演员 互相 飚 戏 的 样子 啊 好好 好好 好好 好好 好好 好,1
 这一 整部 电影 从头到尾 看得 我 揪心 呐 ！ 平均 20 分钟 死 一个 将领 ， 最后 都 死光光 了,1
 导演 很会 营造 气氛 ， 大雾 里 看不到 饕餮 时刻 提防 的 感觉 真是 让 人 紧张 坏 了 。 我 这种 身经百战 的 都 被 吓 到 几次,1
 饕餮 出现 之前 的 紧张 气氛 渲染 得 很 有 感觉 ， 终于 看到 了 神兽 的 “ 庐山真面目 ” ， 眼睛 长得 有点 奇怪 ， 不是 在 腋下 ， 是 在 耳朵 那 ？,1
 我 主要 看 东方文化 的 展示,1
 好看 傻 逼 影评人 ～,1
 今天 在 电影院 看 了 《 长城 》 ， 战争 实在 太 惊险刺激 ， 饕餮 即将 来犯 时 的 排兵 布阵 把 人 看 傻 了 ， 感觉 在 看 奥运会 开幕式,1
 见 了 饕餮 的 庐山真面目 后 ， 突然 觉得 哥斯拉 和 侏罗纪 里 的 恐龙 都 像 小 玩偶 一样 ， 因为 饕餮 一口 可以 将 它们 咬成 两段,1
 垃圾 影评人 早死 了,1
 我 就 打了个 五星 ， 和 那些 一星 喷子 骂 了 几句 ， 然后 豆瓣 你 这 傻 逼 就 把 我 锁 了 ？ 有 本事 一直 锁 ， 劳资 回来 还是 五星 。 让 你 丫 傻 逼 豆瓣 收钱 办 亏心事 ！,1
 其实 不想 打 五星 的 ， 但是 因为 影评 人们 太 无耻 ， 逼得 我 不得不 多 打 了 一点点 。 五分 都 是 给 我们 家鹿晗 的 。 我们 家鹿晗 在 一众 配角 中 戏份 最 多 ， 这点 我 很 满意 。 其实 真的 不差 啦 ！ 没事 的话 ， 可以 去 看看 。,1
 挺 好 的 爆米花 片,1
 挺不错 的 ！,1
 第一次 给 打 了 五星 号 就 被 锁 了 ， 找回 密码 重新 五星 ， 不 解释 ， 豆瓣 已经 收钱 ， 你 可以 继续 锁 ， 反正 也 不怎么 用 豆瓣,1
 虽然 情节 单薄 ， 但是 场景 效果 堪称 大片 ， 中国 玄幻 电影 的 希望 ， 一星 黑 都 滚 粗,1
 声情并茂 ， 荡气回肠 ， 高潮迭起 ， 引人入胜 !,1
 我 爱 王俊凯 ， 我 是 tfboys 脑残粉 。 拉高 平均分 。,1
 值得 推荐 的 一部 电影 ， 好看,1
 还 不错 啦 ～ 木有 大家 说 的 那么 差 啦,1
 不 知道 为什么 很多 人 说 这部 片子 这 不好 ， 那 不好 的 ， 类似 题材 的 片子 我 也 看 得 多 了 ， 我 认为 这是 一部 非常 出色 的 片子 ， 甚至 比 侏罗纪 公园 还要 好看,1
 很 精彩 的 片子 ， 值得 看,1
 那些 想 看 而 又 观望 的 ， 如果 你 不是 专家 级别 的 影评人 ， 可以 放心 的 去 影院 观看 ， 没错 ， 我 就是 来 给 长城 正名 的 。 完全 没有 被 喷 的 那么 烂 ， 他们 喷 的 最 重要 的 一个 原因 ， 就是 刘德华 、 张涵宇 、 林 更新 、 彭于 晏 等 给 景甜 做 了 个 配角 ， 这 也许 让 他们 很 不 开心 ， 但 完全 不能 成为 是 烂片 的 理由 ， 看 了 第一遍 还有 再 看 一边 的 冲动,1
 这部 电影 不错,1
 不 懂 他们 自称 影评人 的 ， 看不懂 一大堆 文字 说 的 是 什么 东西 ， 我 只 知道 ， 好看 ， 钱值 。,1
 小鹿 这次 的 演技 无与伦比 ， 那 受伤 的 小 眼神 ， 欧 ~ ~ 少女 心 都 要 泛滥 了,1
 挺 好看 的 ， 很 喜欢,1
 视觉 盛宴 ， 看过 才 知道 。,1
 皇帝 的 新装 。 5 分 好评 拉 起 。 欢迎 来 撕 。,1
 剧情 流畅 ， 及格 以上 ， 打 五星 拉 下 分数 ， 无脑 黑太多,1
 捕杀 怪兽 的 场面 做 的 很 写实 ， 气氛 惊悚 ， 鹿晗 在 战斗 中 从 一个 怂兵 逆袭 到 英雄,1
 原来 看 电影 之前 我 都 很 相信 的 参考 下 豆瓣 的 影评 ， 可惜 自从 我 看 了 长城 之后 ， 才 发现 豆瓣 剩下 的 只有 喷子 了 。 真 可惜 。 。 。,1
 不错 ， 场面 震撼 ， 尤其 是 饕 饕 群袭 那 一段 ， 看 的 头皮发麻 ！ 一百个 赞 ！,1
 场面 很 震撼 ， 看过 的 特技 最棒 的 华语 片 ， 虽然 剧情 有些 单薄 ， 但 看 的 很爽 。 马特 达蒙 和 鹿晗 是 我 印象 最 深刻 的 两个 角色 ， 鹿晗 的 那 一 回头 真的 要 哭 了 。 总之 ， 长城 绝对 是 一部 值得 去 看 的 电影 。,1
 这是 王俊凯 首次 参演 大型 巨制 电影 ， 支持 小家伙 ， 我 女儿 可是 你 的 头号 粉丝 呢,1
 不错 的 电影 ， 非常 喜欢 ！ ！,1
 打斗 激烈 ， 画面 渲染 精彩 ！,1
 感受 的 MX4D 。 爽 。 为 特效 和 宏大 世界观 的 进步 感到 骄傲 。,1
 不愧 是 张艺谋 导演 的 电影 特地 来看 的 而且 还是 国产 的 非常 好看 长城 值得 大家 一看 32 个赞 ！,1
 这个 那么 好看,1
 我 觉得 我 也 改耍 朋友 了,1
 挺 好 牛,1
 我 今天 要 去 看 第二场 ， 喷子 们 太 多 了 ， 不 知道 什么样 的 电影 能 满足 他们 ， 怎么 给 一颗 星 的 这么 多 ， 至少 我 觉得 是 中国 最 伟大 的 一部 电影 。,1
 不能 为 别的 ， 为 中国 文化 的 推广,1
 我 不是 什么 专业人士 ， 对于 我 这样 的 普通 观众 来说 长城 是 很 震撼 的 ， 会 让 人 觉得 这 不是 国产片 而是 一部 好莱坞 大片 ， 特效 震撼 、 场面 宏大 ， 几个 饕餮 突然 出现 的 镜头 有 吓 到 我 。,1
 场面 很 宏大 ， 不 知道 喷子 们 是 咋 想 的 ， 水军 的 力量 真 大 。,1
 中外 联手 、 嗜血 怪兽 、 热血 的 音乐 、 震撼 的 视效 再 加上 张艺谋 的 用心 ， 想 不 好看 都 难 啊 。,1
 饕餮 攻城 时 和 爵迹 里 灵兽 失控 攻城 的 画面 很 像 ， 有 惊喜 ， 不 认为 是 烂片,1
 好看 的 一部 电影,1
 是 怪兽 片中 的 上乘之作 ， 看起来 很 过瘾 。 这次 的 题材 很 不 张艺谋 ， 但 电影 风格 很 张艺谋,1
 文化 输出 不是 挺 好 的,1
